time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2023-03-12,131198.71,117474.16,117474.16,604.28,75174753.0,129572.92,direct,
2023-03-13,138746.2,128085.34,129572.92,776.56,104694492.93,138269.95,direct,
2023-03-14,146942.83,136418.14,138269.95,1024.96,146306986.87,145822.73,direct,
2023-03-15,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-16,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-17,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-18,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-19,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-20,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-21,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-22,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-23,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-24,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-25,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-26,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-27,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-28,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-29,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-30,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-03-31,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-01,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-02,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-03,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-04,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-05,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-06,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-07,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-08,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-09,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-10,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-11,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-12,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-13,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-14,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-15,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-16,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-17,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-18,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-19,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-20,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-21,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-22,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-23,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-24,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-25,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-26,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-27,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-28,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-29,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-04-30,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-01,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-02,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
