time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2022-06-01,1150.21,1089.85,1117.81,28776.58,31499325.93,1094.62,multiply,ETH
2022-06-02,1121.3,1089.53,1094.62,15807.77,17649920.22,1116.53,multiply,ETH
2022-06-03,1128.92,1111.13,1116.53,16719.79,18742576.22,1120.98,multiply,ETH
2022-06-04,1137.18,1113.36,1120.98,14662.53,16459713.35,1122.57,multiply,ETH
2022-06-05,1122.57,1094.62,1122.57,15670.18,17421632.1,1111.77,multiply,ETH
2022-06-06,1115.9,1088.9,1111.77,19758.41,21759686.98,1101.29,multiply,ETH
2022-06-07,1126.7,1096.84,1101.29,28327.31,31700403.29,1119.08,multiply,ETH
2022-06-08,1122.89,1084.45,1119.08,27289.74,29698435.09,1088.26,multiply,ETH
2022-06-09,1091.12,1054.28,1088.26,22366.64,23907415.26,1068.89,multiply,ETH
2022-06-10,1097.48,1036.49,1068.89,29652.98,32072459.82,1081.59,multiply,ETH
2022-06-11,1136.55,1074.29,1081.59,62818.48,67904128.8,1080.96,multiply,ETH
2022-06-12,1092.39,1036.49,1080.96,34679.95,36760505.78,1059.99,multiply,ETH
2022-06-13,1151.16,1039.98,1059.99,79550.9,90868129.71,1142.26,multiply,ETH
2022-06-14,1253.12,1131.15,1142.26,95767.64,116236528.73,1213.73,multiply,ETH
2022-06-15,1328.41,1199.44,1213.73,61124.31,79314545.4,1297.59,multiply,ETH
2022-06-16,1336.03,1278.85,1297.59,31296.27,41653683.4,1330.95,multiply,ETH
2022-06-17,1421.79,1329.68,1330.95,28861.9,40155573.88,1391.3,multiply,ETH
2022-06-18,1514.55,1379.23,1391.3,50010.91,75219691.73,1504.07,multiply,ETH
2022-06-19,1649.55,1473.57,1504.07,77150.49,118073460.9,1530.43,multiply,ETH
2022-06-20,1564.74,1464.04,1530.43,24727.22,36696524.61,1484.05,multiply,ETH
2022-06-21,1533.29,1449.11,1484.05,22357.77,33790897.79,1511.37,multiply,ETH
2022-06-22,1582.84,1469.76,1511.37,19183.93,30267639.31,1577.76,multiply,ETH
2022-06-23,1615.88,1540.6,1577.76,25192.27,38963134.32,1546.63,multiply,ETH
2022-06-24,1563.47,1430.05,1546.63,26251.18,38024234.65,1448.48,multiply,ETH
2022-06-25,1562.2,1442.76,1448.48,20169.19,30367819.38,1505.65,multiply,ETH
2022-06-26,1551.4,1485.01,1505.65,14348.52,21530980.38,1500.57,multiply,ETH
2022-06-27,1532.65,1469.76,1500.57,13896.37,20675930.53,1487.87,multiply,ETH
2022-06-28,1495.49,1439.27,1487.87,14559.51,21315733.21,1464.04,multiply,ETH
2022-06-29,1549.17,1449.75,1464.04,19819.02,30684179.14,1548.22,multiply,ETH
2022-06-30,1620.64,1532.02,1548.22,23496.48,37542016.79,1597.77,multiply,ETH
2022-07-01,1639.38,1508.51,1597.77,26786.47,41147986.23,1536.15,multiply,ETH
2022-07-02,1559.02,1493.27,1536.15,14615.72,21987645.03,1504.38,multiply,ETH
2022-07-03,1545.36,1478.65,1504.38,14558.6,21892465.62,1503.75,multiply,ETH
2022-07-04,1512.64,1434.5,1503.75,18343.3,26459143.38,1442.44,multiply,ETH
2022-07-05,1444.35,1385.9,1442.44,51212.35,71349369.73,1393.21,multiply,ETH
2022-07-06,1409.41,1339.21,1393.21,33422.7,44993449.67,1346.19,multiply,ETH
2022-07-07,1360.49,1317.92,1346.19,24679.59,33004020.27,1337.3,multiply,ETH
2022-07-08,1365.25,1324.59,1337.3,27174.68,36452920.54,1341.43,multiply,ETH
2022-07-09,1426.24,1341.43,1341.43,21393.31,30226618.99,1412.9,multiply,ETH
2022-07-10,1472.62,1382.72,1412.9,35817.92,50743688.18,1416.71,multiply,ETH
2022-07-11,1426.56,1398.61,1416.71,20914.98,29524211.84,1411.63,multiply,ETH
2022-07-12,1462.14,1400.51,1411.63,29247.56,42420165.31,1450.38,multiply,ETH
2022-07-13,1465.63,1410.68,1450.38,33287.85,47074716.18,1414.17,multiply,ETH
2022-07-14,1422.43,1353.5,1414.17,18877.4,25766435.38,1364.94,multiply,ETH
2022-07-15,1371.92,1302.68,1364.94,25642.76,34161741.54,1332.22,multiply,ETH
2022-07-16,1370.65,1219.13,1332.22,19386.72,25026772.51,1290.92,multiply,ETH
2022-07-17,1330.95,1271.86,1290.92,28172.44,37245460.43,1322.05,multiply,ETH
2022-07-18,1343.34,1173.71,1322.05,37934.48,44608473.14,1175.93,multiply,ETH
2022-07-19,1201.66,1165.13,1175.93,28933.24,34492322.87,1192.13,multiply,ETH
2022-07-20,1227.39,1153.7,1192.13,39046.56,46623182.28,1194.04,multiply,ETH
2022-07-21,1206.11,1156.56,1194.04,33211.3,38864430.31,1170.22,multiply,ETH
2022-07-22,1178.16,1134.96,1170.22,34580.44,40115119.72,1160.05,multiply,ETH
2022-07-23,1167.99,1134.32,1160.05,26958.14,31135841.5,1154.97,multiply,ETH
2022-07-24,1181.33,1139.09,1154.97,39552.48,45895510.05,1160.37,multiply,ETH
2022-07-25,1202.62,1157.51,1160.37,33427.82,39861086.49,1192.45,multiply,ETH
2022-07-26,1218.82,1178.79,1192.45,35133.64,41493430.43,1181.02,multiply,ETH
2022-07-27,1190.86,1135.59,1181.02,46642.4,53411277.67,1145.12,multiply,ETH
2022-07-28,1179.75,1129.56,1145.12,49042.45,57265686.26,1167.68,multiply,ETH
2022-07-29,1179.75,1114.63,1167.68,28723.94,32107765.81,1117.81,multiply,ETH
2022-07-30,1176.25,1117.81,1117.81,28263.37,31961028.82,1130.83,multiply,ETH
2022-07-31,1158.46,1129.56,1130.83,25265.62,28571087.21,1130.83,multiply,ETH
2022-08-01,1159.42,1118.44,1130.83,32360.67,37468115.15,1157.83,multiply,ETH
2022-08-02,1164.18,1123.21,1157.83,37704.83,42625725.5,1130.51,multiply,ETH
2022-08-03,1155.61,1122.25,1130.51,40498.25,45925223.86,1134.01,multiply,ETH
2022-08-04,1186.42,1128.29,1134.01,32709.39,38588789.32,1179.75,multiply,ETH
2022-08-05,1190.86,1141.31,1179.75,48084.66,54940650.38,1142.58,multiply,ETH
2022-08-06,1145.44,1125.43,1142.58,20645.35,23602114.09,1143.22,multiply,ETH
2022-08-07,1163.86,1134.96,1143.22,31248.38,35683973.72,1141.95,multiply,ETH
2022-08-08,1146.71,1115.26,1141.95,28158.85,31493994.57,1118.44,multiply,ETH
2022-08-09,1123.84,1098.43,1118.44,29395.57,32457006.5,1104.15,multiply,ETH
2022-08-10,1113.04,1047.6,1104.15,39512.84,41720170.04,1055.86,multiply,ETH
2022-08-11,1056.82,1033.31,1055.86,45950.06,47962349.65,1043.79,multiply,ETH
2022-08-12,1046.02,1019.02,1043.79,26332.07,26866268.23,1020.29,multiply,ETH
2022-08-13,1046.65,1008.22,1020.29,28958.71,29582989.59,1021.56,multiply,ETH
2022-08-14,1052.69,1021.24,1021.56,26120.75,27065522.04,1036.17,multiply,ETH
2022-08-15,1039.98,1006.31,1036.17,35279.89,35771480.41,1013.93,multiply,ETH
2022-08-16,1055.86,1012.66,1013.93,35472.64,36766932.18,1036.49,multiply,ETH
2022-08-17,1075.24,1035.22,1036.49,51501.32,53903949.67,1046.65,multiply,ETH
2022-08-18,1055.86,1025.69,1046.65,32607.53,33641916.76,1031.72,multiply,ETH
2022-08-19,1080.64,1005.68,1031.72,49987.48,53113408.7,1062.53,multiply,ETH
2022-08-20,1096.2,1058.72,1062.53,39785.24,43372661.25,1090.17,multiply,ETH
